GeneID	Chromosome	Gene_Start	Gene_End	Best_SNP	Best_SNP_Position	Best_P_Value	N_Phenotypes	Phenotypes	All_SNPs	N_SNPs	P_Values
SORBI_3002G363700	2	72474122	72486779	SNP_72508884	72508884	1.19E-09	7	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_18:0_18:2); TG(16:0_18:1_18:2); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(18:0_18:2_18:2)	SNP_72508884	1	6.1e-09; 8.4e-08; 1.8e-09; 1.6e-09; 1.5e-08; 1.2e-09; 2.7e-08
SORBI_3002G363800	2	72488503	72495847	SNP_72508884	72508884	1.19E-09	7	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_18:0_18:2); TG(16:0_18:1_18:2); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(18:0_18:2_18:2)	SNP_72508884	1	6.1e-09; 8.4e-08; 1.8e-09; 1.6e-09; 1.5e-08; 1.2e-09; 2.7e-08
SORBI_3002G363901	2	72497301	72498136	SNP_72508884	72508884	1.19E-09	7	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_18:0_18:2); TG(16:0_18:1_18:2); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(18:0_18:2_18:2)	SNP_72508884	1	6.1e-09; 8.4e-08; 1.8e-09; 1.6e-09; 1.5e-08; 1.2e-09; 2.7e-08
SORBI_3002G364000	2	72498413	72501729	SNP_72508884	72508884	1.19E-09	7	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_18:0_18:2); TG(16:0_18:1_18:2); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(18:0_18:2_18:2)	SNP_72508884	1	6.1e-09; 8.4e-08; 1.8e-09; 1.6e-09; 1.5e-08; 1.2e-09; 2.7e-08
SORBI_3002G364100	2	72504820	72507275	SNP_72508884	72508884	1.19E-09	7	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_18:0_18:2); TG(16:0_18:1_18:2); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(18:0_18:2_18:2)	SNP_72508884	1	6.1e-09; 8.4e-08; 1.8e-09; 1.6e-09; 1.5e-08; 1.2e-09; 2.7e-08
SORBI_3002G364301	2	72508158	72513413	SNP_72508884	72508884	1.19E-09	7	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_18:0_18:2); TG(16:0_18:1_18:2); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(18:0_18:2_18:2)	SNP_72508884	1	6.1e-09; 8.4e-08; 1.8e-09; 1.6e-09; 1.5e-08; 1.2e-09; 2.7e-08
SORBI_3002G364500	2	72518513	72520687	SNP_72508884	72508884	1.19E-09	7	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_18:0_18:2); TG(16:0_18:1_18:2); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(18:0_18:2_18:2)	SNP_72508884	1	6.1e-09; 8.4e-08; 1.8e-09; 1.6e-09; 1.5e-08; 1.2e-09; 2.7e-08
SORBI_3002G364600	2	72524465	72527225	SNP_72508884	72508884	1.19E-09	7	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_18:0_18:2); TG(16:0_18:1_18:2); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(18:0_18:2_18:2)	SNP_72508884	1	6.1e-09; 8.4e-08; 1.8e-09; 1.6e-09; 1.5e-08; 1.2e-09; 2.7e-08
SORBI_3002G364700	2	72531472	72534249	SNP_72508884	72508884	1.19E-09	7	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_18:0_18:2); TG(16:0_18:1_18:2); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(18:0_18:2_18:2)	SNP_72508884	1	6.1e-09; 8.4e-08; 1.8e-09; 1.6e-09; 1.5e-08; 1.2e-09; 2.7e-08
SORBI_3008G094300	8	44416458	44418843	SNP_44436283	44436283	1.52E-09	7	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	SNP_44436283; SNP_44408635; SNP_44420322; SNP_44426119; SNP_44427070; SNP_44428445; SNP_44429460; SNP_44432706	8	3.7e-08; 2.8e-08; 3.7e-08; 1.5e-09; 1.2e-08; 1.7e-09; 9.4e-08
SORBI_3008G006000	8	508837	510562	SNP_483923	483923	2.18E-09	7	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	SNP_483923; SNP_487447; SNP_487564; SNP_490158; SNP_497119; SNP_501164; SNP_501599; SNP_501686	8	1.6e-08; 1.6e-08; 2.6e-08; 2.2e-09; 2.7e-08; 5.0e-08; 8.7e-08
SORBI_3005G106600	5	20000011	20011951	SNP_20032646	20032646	2.66E-09	7	TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	SNP_20032646	1	4.0e-09; 1.1e-08; 2.7e-09; 5.1e-09; 1.9e-08; 8.1e-08; 6.8e-09
SORBI_3008G094400	8	44672607	44674991	SNP_44660073	44660073	3.02E-09	7	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	SNP_44656720; SNP_44656418; SNP_44659950; SNP_44660073; SNP_44662376; SNP_44663235; SNP_44663894; SNP_44664269; SNP_44666382; SNP_44668869; SNP_44668922; SNP_44669160; SNP_44669202; SNP_44675183; SNP_44675333; SNP_44676266; SNP_44676397; SNP_44678376; SNP_44678427; SNP_44679583; SNP_44686914; SNP_44687153; SNP_44687212; SNP_44687997; SNP_44688104; SNP_44688703; SNP_44690523; SNP_44691363; SNP_44692431; SNP_44692509; SNP_44692815; SNP_44693357; SNP_44693775; SNP_44693796; SNP_44649849; SNP_44653368; SNP_44679254; SNP_44684589; SNP_44685901; SNP_44686655	40	7.0e-08; 1.1e-08; 1.6e-08; 3.4e-08; 3.0e-09; 1.5e-08; 7.3e-08
SORBI_3003G078300	3	6730414	6736549	SNP_6758064	6758064	3.14E-09	7	TG(10:0_10:0_10:0); TG(10:0_16:1_18:1); TG(12:0_12:0_16:1); TG(12:0_12:0_18:2); TG(12:0_14:0_18:3); TG(12:0_18:1_18:2); TG(8:0_16:1_18:1)	SNP_6758064	1	2.5e-08; 2.3e-08; 8.3e-08; 4.8e-08; 3.1e-09; 1.0e-08; 4.8e-08
SORBI_3003G078400	3	6746499	6748544	SNP_6758064	6758064	3.14E-09	7	TG(10:0_10:0_10:0); TG(10:0_16:1_18:1); TG(12:0_12:0_16:1); TG(12:0_12:0_18:2); TG(12:0_14:0_18:3); TG(12:0_18:1_18:2); TG(8:0_16:1_18:1)	SNP_6758064	1	2.5e-08; 2.3e-08; 8.3e-08; 4.8e-08; 3.1e-09; 1.0e-08; 4.8e-08
SORBI_3003G078501	3	6753352	6756122	SNP_6758064	6758064	3.14E-09	7	TG(10:0_10:0_10:0); TG(10:0_16:1_18:1); TG(12:0_12:0_16:1); TG(12:0_12:0_18:2); TG(12:0_14:0_18:3); TG(12:0_18:1_18:2); TG(8:0_16:1_18:1)	SNP_6758064	1	2.5e-08; 2.3e-08; 8.3e-08; 4.8e-08; 3.1e-09; 1.0e-08; 4.8e-08
SORBI_3003G078600	3	6757698	6758985	SNP_6758064	6758064	3.14E-09	7	TG(10:0_10:0_10:0); TG(10:0_16:1_18:1); TG(12:0_12:0_16:1); TG(12:0_12:0_18:2); TG(12:0_14:0_18:3); TG(12:0_18:1_18:2); TG(8:0_16:1_18:1)	SNP_6758064	1	2.5e-08; 2.3e-08; 8.3e-08; 4.8e-08; 3.1e-09; 1.0e-08; 4.8e-08
SORBI_3003G078700	3	6758539	6763539	SNP_6758064	6758064	3.14E-09	7	TG(10:0_10:0_10:0); TG(10:0_16:1_18:1); TG(12:0_12:0_16:1); TG(12:0_12:0_18:2); TG(12:0_14:0_18:3); TG(12:0_18:1_18:2); TG(8:0_16:1_18:1)	SNP_6758064	1	2.5e-08; 2.3e-08; 8.3e-08; 4.8e-08; 3.1e-09; 1.0e-08; 4.8e-08
SORBI_3003G078800	3	6774882	6777648	SNP_6758064	6758064	3.14E-09	7	TG(10:0_10:0_10:0); TG(10:0_16:1_18:1); TG(12:0_12:0_16:1); TG(12:0_12:0_18:2); TG(12:0_14:0_18:3); TG(12:0_18:1_18:2); TG(8:0_16:1_18:1)	SNP_6758064	1	2.5e-08; 2.3e-08; 8.3e-08; 4.8e-08; 3.1e-09; 1.0e-08; 4.8e-08
SORBI_3003G078900	3	6783049	6784568	SNP_6758064	6758064	3.14E-09	7	TG(10:0_10:0_10:0); TG(10:0_16:1_18:1); TG(12:0_12:0_16:1); TG(12:0_12:0_18:2); TG(12:0_14:0_18:3); TG(12:0_18:1_18:2); TG(8:0_16:1_18:1)	SNP_6758064	1	2.5e-08; 2.3e-08; 8.3e-08; 4.8e-08; 3.1e-09; 1.0e-08; 4.8e-08
SORBI_3003G079900	3	6869354	6876298	SNP_6894149	6894149	3.18E-09	7	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:2); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	SNP_6894149	1	3.2e-09; 1.5e-08; 3.4e-08; 1.4e-08; 6.9e-08; 5.4e-09; 8.2e-08
SORBI_3003G080000	3	6884785	6895439	SNP_6894149	6894149	3.18E-09	7	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:2); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	SNP_6894149	1	3.2e-09; 1.5e-08; 3.4e-08; 1.4e-08; 6.9e-08; 5.4e-09; 8.2e-08
SORBI_3003G080100	3	6902051	6912375	SNP_6894149	6894149	3.18E-09	7	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:2); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	SNP_6894149	1	3.2e-09; 1.5e-08; 3.4e-08; 1.4e-08; 6.9e-08; 5.4e-09; 8.2e-08
SORBI_3003G080300	3	6913093	6914014	SNP_6894149	6894149	3.18E-09	7	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:2); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	SNP_6894149	1	3.2e-09; 1.5e-08; 3.4e-08; 1.4e-08; 6.9e-08; 5.4e-09; 8.2e-08
SORBI_3003G080400	3	6918120	6918803	SNP_6894149	6894149	3.18E-09	7	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:2); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	SNP_6894149	1	3.2e-09; 1.5e-08; 3.4e-08; 1.4e-08; 6.9e-08; 5.4e-09; 8.2e-08
SORBI_3003G080500	3	6919131	6920242	SNP_6894149	6894149	3.18E-09	7	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:2); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	SNP_6894149	1	3.2e-09; 1.5e-08; 3.4e-08; 1.4e-08; 6.9e-08; 5.4e-09; 8.2e-08
SORBI_3004G155000	4	49134841	49135881	SNP_49141686	49141686	3.23E-09	7	TG(16:0_16:0_18:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:2); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	SNP_49141686	1	3.7e-08; 3.2e-09; 1.8e-08; 6.6e-09; 6.3e-09; 2.4e-08; 1.3e-08
SORBI_3004G155100	4	49136959	49141161	SNP_49141686	49141686	3.23E-09	7	TG(16:0_16:0_18:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:2); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	SNP_49141686	1	3.7e-08; 3.2e-09; 1.8e-08; 6.6e-09; 6.3e-09; 2.4e-08; 1.3e-08
SORBI_3004G155150	4	49144711	49146693	SNP_49141686	49141686	3.23E-09	7	TG(16:0_16:0_18:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:2); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	SNP_49141686	1	3.7e-08; 3.2e-09; 1.8e-08; 6.6e-09; 6.3e-09; 2.4e-08; 1.3e-08
SORBI_3004G155200	4	49146870	49148541	SNP_49141686	49141686	3.23E-09	7	TG(16:0_16:0_18:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:2); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	SNP_49141686	1	3.7e-08; 3.2e-09; 1.8e-08; 6.6e-09; 6.3e-09; 2.4e-08; 1.3e-08
SORBI_3004G155300	4	49152675	49153313	SNP_49141686	49141686	3.23E-09	7	TG(16:0_16:0_18:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:2); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	SNP_49141686	1	3.7e-08; 3.2e-09; 1.8e-08; 6.6e-09; 6.3e-09; 2.4e-08; 1.3e-08
SORBI_3010G088700	10	7593604	7595967	SNP_7597281	7597281	3.73E-09	7	TG(10:0_10:0_10:0); TG(10:0_16:1_18:1); TG(12:0_12:0_16:1); TG(12:0_12:0_18:2); TG(12:0_14:0_18:3); TG(16:0_18:1_18:1); TG(8:0_16:1_18:1)	SNP_7597281; SNP_7590467; SNP_7617412; SNP_7617436	4	1.3e-08; 3.7e-09; 2.0e-08; 6.3e-08; 6.6e-08; 1.0e-07; 6.3e-08
SORBI_3010G088800	10	7602282	7607210	SNP_7597281	7597281	3.73E-09	7	TG(10:0_10:0_10:0); TG(10:0_16:1_18:1); TG(12:0_12:0_16:1); TG(12:0_12:0_18:2); TG(12:0_14:0_18:3); TG(16:0_18:1_18:1); TG(8:0_16:1_18:1)	SNP_7597281; SNP_7590467; SNP_7617412; SNP_7617436	4	1.3e-08; 3.7e-09; 2.0e-08; 6.3e-08; 6.6e-08; 1.0e-07; 6.3e-08
SORBI_3010G088950	10	7615200	7619679	SNP_7597281	7597281	3.73E-09	7	TG(10:0_10:0_10:0); TG(10:0_16:1_18:1); TG(12:0_12:0_16:1); TG(12:0_12:0_18:2); TG(12:0_14:0_18:3); TG(16:0_18:1_18:1); TG(8:0_16:1_18:1)	SNP_7597281; SNP_7590467; SNP_7617412; SNP_7617436	4	1.3e-08; 3.7e-09; 2.0e-08; 6.3e-08; 6.6e-08; 1.0e-07; 6.3e-08
SORBI_3002G042000	2	4013936	4015739	SNP_3993032	3993032	3.75E-09	7	TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	SNP_3991369; SNP_3993032; SNP_3993046; SNP_3993871; SNP_3993901; SNP_3993927; SNP_3995618; SNP_4001167; SNP_4002333; SNP_4003630; SNP_4004261	11	3.8e-09; 8.0e-08; 8.4e-09; 6.6e-08; 3.8e-08; 4.9e-08; 4.7e-08
SORBI_3005G145000	5	61009161	61010559	SNP_60985363	60985363	4.58E-09	7	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(18:0_18:2_18:2)	SNP_60985363; SNP_61023258	2	6.7e-08; 4.6e-09; 4.7e-08; 9.7e-09; 3.8e-08; 7.3e-08; 1.0e-07
SORBI_3002G202600	2	59246635	59249947	SNP_59270444	59270444	4.60E-09	7	TG(12:0_18:1_18:3); TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	SNP_59254125; SNP_59270444	2	6.4e-08; 4.6e-09; 1.1e-08; 6.3e-08; 3.4e-08; 7.2e-08; 4.0e-08
SORBI_3002G202700	2	59258884	59260622	SNP_59270444	59270444	4.60E-09	7	TG(12:0_18:1_18:3); TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	SNP_59254125; SNP_59270444	2	6.4e-08; 4.6e-09; 1.1e-08; 6.3e-08; 3.4e-08; 7.2e-08; 4.0e-08
SORBI_3002G202750	2	59267213	59267618	SNP_59270444	59270444	4.60E-09	7	TG(12:0_18:1_18:3); TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	SNP_59254125; SNP_59270444	2	6.4e-08; 4.6e-09; 1.1e-08; 6.3e-08; 3.4e-08; 7.2e-08; 4.0e-08
SORBI_3001G022800	1	1835108	1838685	SNP_1834307	1834307	4.68E-09	7	TG(16:0_16:0_20:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_22:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_1830502; SNP_1830503; SNP_1830507; SNP_1830518; SNP_1834302; SNP_1834307; SNP_1834308; SNP_1835175; SNP_1835189; SNP_1835410; SNP_1841858; SNP_1841873; SNP_1841874; SNP_1833995; SNP_1824277; SNP_1824295; SNP_1828622; SNP_1828631; SNP_1829489; SNP_1829619; SNP_1829979; SNP_1829992; SNP_1830446; SNP_1830524; SNP_1830576; SNP_1830682; SNP_1830770; SNP_1830788; SNP_1830856; SNP_1830887; SNP_1830888; SNP_1830889; SNP_1830891; SNP_1830892; SNP_1830894; SNP_1833678; SNP_1833686; SNP_1833768; SNP_1833799; SNP_1833803; SNP_1833833; SNP_1833858; SNP_1833905; SNP_1833909; SNP_1833940; SNP_1834028; SNP_1834062; SNP_1834082; SNP_1834095; SNP_1834112; SNP_1834135; SNP_1834148; SNP_1834154; SNP_1834159; SNP_1834168; SNP_1834170; SNP_1834174; SNP_1834176; SNP_1834184; SNP_1834185; SNP_1834189; SNP_1834199; SNP_1834207; SNP_1834213; SNP_1834214; SNP_1834217; SNP_1834223; SNP_1834225; SNP_1834246; SNP_1834249; SNP_1834349; SNP_1834352; SNP_1834354; SNP_1834356; SNP_1834456; SNP_1834481; SNP_1834487; SNP_1834512; SNP_1834533; SNP_1834549; SNP_1834550; SNP_1834552; SNP_1834564; SNP_1834600; SNP_1834621; SNP_1835345; SNP_1835417; SNP_1835428; SNP_1835488; SNP_1835503; SNP_1835509; SNP_1835550; SNP_1835573; SNP_1835719; SNP_1835773; SNP_1835944; SNP_1835978; SNP_1835992; SNP_1836034; SNP_1836099; SNP_1836473; SNP_1836521; SNP_1836603; SNP_1836652; SNP_1837259; SNP_1838278; SNP_1838286; SNP_1838455; SNP_1838490; SNP_1838556; SNP_1838558; SNP_1838700; SNP_1838740; SNP_1838778; SNP_1838786; SNP_1838792; SNP_1838859; SNP_1838966; SNP_1838977; SNP_1839008; SNP_1839041; SNP_1839694; SNP_1839697; SNP_1839774; SNP_1839899; SNP_1840194; SNP_1840203; SNP_1840642; SNP_1840843; SNP_1841296; SNP_1841666; SNP_1841742; SNP_1841914; SNP_1841938; SNP_1860809	135	1.7e-08; 4.0e-08; 4.7e-09; 2.8e-08; 9.1e-08; 2.5e-08; 9.7e-09
SORBI_3001G022900	1	1839741	1842448	SNP_1834307	1834307	4.68E-09	7	TG(16:0_16:0_20:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_22:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_1830502; SNP_1830503; SNP_1830507; SNP_1830518; SNP_1834302; SNP_1834307; SNP_1834308; SNP_1835175; SNP_1835189; SNP_1835410; SNP_1841858; SNP_1841873; SNP_1841874; SNP_1833995; SNP_1824277; SNP_1824295; SNP_1828622; SNP_1828631; SNP_1829489; SNP_1829619; SNP_1829979; SNP_1829992; SNP_1830446; SNP_1830524; SNP_1830576; SNP_1830682; SNP_1830770; SNP_1830788; SNP_1830856; SNP_1830887; SNP_1830888; SNP_1830889; SNP_1830891; SNP_1830892; SNP_1830894; SNP_1833678; SNP_1833686; SNP_1833768; SNP_1833799; SNP_1833803; SNP_1833833; SNP_1833858; SNP_1833905; SNP_1833909; SNP_1833940; SNP_1834028; SNP_1834062; SNP_1834082; SNP_1834095; SNP_1834112; SNP_1834135; SNP_1834148; SNP_1834154; SNP_1834159; SNP_1834168; SNP_1834170; SNP_1834174; SNP_1834176; SNP_1834184; SNP_1834185; SNP_1834189; SNP_1834199; SNP_1834207; SNP_1834213; SNP_1834214; SNP_1834217; SNP_1834223; SNP_1834225; SNP_1834246; SNP_1834249; SNP_1834349; SNP_1834352; SNP_1834354; SNP_1834356; SNP_1834456; SNP_1834481; SNP_1834487; SNP_1834512; SNP_1834533; SNP_1834549; SNP_1834550; SNP_1834552; SNP_1834564; SNP_1834600; SNP_1834621; SNP_1835345; SNP_1835417; SNP_1835428; SNP_1835488; SNP_1835503; SNP_1835509; SNP_1835550; SNP_1835573; SNP_1835719; SNP_1835773; SNP_1835944; SNP_1835978; SNP_1835992; SNP_1836034; SNP_1836099; SNP_1836473; SNP_1836521; SNP_1836603; SNP_1836652; SNP_1837259; SNP_1838278; SNP_1838286; SNP_1838455; SNP_1838490; SNP_1838556; SNP_1838558; SNP_1838700; SNP_1838740; SNP_1838778; SNP_1838786; SNP_1838792; SNP_1838859; SNP_1838966; SNP_1838977; SNP_1839008; SNP_1839041; SNP_1839694; SNP_1839697; SNP_1839774; SNP_1839899; SNP_1840194; SNP_1840203; SNP_1840642; SNP_1840843; SNP_1841296; SNP_1841666; SNP_1841742; SNP_1841914; SNP_1841938; SNP_1860809	135	1.7e-08; 4.0e-08; 4.7e-09; 2.8e-08; 9.1e-08; 2.5e-08; 9.7e-09
SORBI_3001G023000	1	1843896	1850570	SNP_1834307	1834307	4.68E-09	7	TG(16:0_16:0_20:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_22:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_1830502; SNP_1830503; SNP_1830507; SNP_1830518; SNP_1834302; SNP_1834307; SNP_1834308; SNP_1835175; SNP_1835189; SNP_1835410; SNP_1841858; SNP_1841873; SNP_1841874; SNP_1833995; SNP_1824277; SNP_1824295; SNP_1828622; SNP_1828631; SNP_1829489; SNP_1829619; SNP_1829979; SNP_1829992; SNP_1830446; SNP_1830524; SNP_1830576; SNP_1830682; SNP_1830770; SNP_1830788; SNP_1830856; SNP_1830887; SNP_1830888; SNP_1830889; SNP_1830891; SNP_1830892; SNP_1830894; SNP_1833678; SNP_1833686; SNP_1833768; SNP_1833799; SNP_1833803; SNP_1833833; SNP_1833858; SNP_1833905; SNP_1833909; SNP_1833940; SNP_1834028; SNP_1834062; SNP_1834082; SNP_1834095; SNP_1834112; SNP_1834135; SNP_1834148; SNP_1834154; SNP_1834159; SNP_1834168; SNP_1834170; SNP_1834174; SNP_1834176; SNP_1834184; SNP_1834185; SNP_1834189; SNP_1834199; SNP_1834207; SNP_1834213; SNP_1834214; SNP_1834217; SNP_1834223; SNP_1834225; SNP_1834246; SNP_1834249; SNP_1834349; SNP_1834352; SNP_1834354; SNP_1834356; SNP_1834456; SNP_1834481; SNP_1834487; SNP_1834512; SNP_1834533; SNP_1834549; SNP_1834550; SNP_1834552; SNP_1834564; SNP_1834600; SNP_1834621; SNP_1835345; SNP_1835417; SNP_1835428; SNP_1835488; SNP_1835503; SNP_1835509; SNP_1835550; SNP_1835573; SNP_1835719; SNP_1835773; SNP_1835944; SNP_1835978; SNP_1835992; SNP_1836034; SNP_1836099; SNP_1836473; SNP_1836521; SNP_1836603; SNP_1836652; SNP_1837259; SNP_1838278; SNP_1838286; SNP_1838455; SNP_1838490; SNP_1838556; SNP_1838558; SNP_1838700; SNP_1838740; SNP_1838778; SNP_1838786; SNP_1838792; SNP_1838859; SNP_1838966; SNP_1838977; SNP_1839008; SNP_1839041; SNP_1839694; SNP_1839697; SNP_1839774; SNP_1839899; SNP_1840194; SNP_1840203; SNP_1840642; SNP_1840843; SNP_1841296; SNP_1841666; SNP_1841742; SNP_1841914; SNP_1841938; SNP_1860809	135	1.7e-08; 4.0e-08; 4.7e-09; 2.8e-08; 9.1e-08; 2.5e-08; 9.7e-09
