GeneID	Chromosome	Gene_Start	Gene_End	Best_SNP	Best_SNP_Position	Best_P_Value	N_Phenotypes	Phenotypes	All_SNPs	N_SNPs	P_Values
SORBI_3002G116700	2	14447679	14448371	SNP_14461554	14461554	1.86E-09	4	PC(18:2_20:4); TG(18:1_18:2_18:2); TG(18:2_20:3_22:0); TG(18:3_18:3_18:3)	SNP_14461554; SNP_14461571; SNP_14459158; SNP_14448396; SNP_14449541; SNP_14450701; SNP_14453669; SNP_14454039; SNP_14454389; SNP_14454719; SNP_14456721; SNP_14456980; SNP_14459352; SNP_14459357; SNP_14460679; SNP_14463391; SNP_14463392; SNP_14463616	18	5.3e-08; 2.9e-08; 3.1e-08; 1.9e-09
SORBI_3002G116800	2	14448673	14451492	SNP_14461554	14461554	1.86E-09	4	PC(18:2_20:4); TG(18:1_18:2_18:2); TG(18:2_20:3_22:0); TG(18:3_18:3_18:3)	SNP_14461554; SNP_14461571; SNP_14459158; SNP_14448396; SNP_14449541; SNP_14450701; SNP_14453669; SNP_14454039; SNP_14454389; SNP_14454719; SNP_14456721; SNP_14456980; SNP_14459352; SNP_14459357; SNP_14460679; SNP_14463391; SNP_14463392; SNP_14463616	18	5.3e-08; 2.9e-08; 3.1e-08; 1.9e-09
SORBI_3001G183100	1	15517031	15520356	SNP_15530523	15530523	1.92E-09	4	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; PC(18:2_20:4); TG(14:0_18:3_18:3); TG(18:2_20:3_22:0)"	SNP_15524109; SNP_15528718; SNP_15521801; SNP_15530523	4	2.3e-08; 8.0e-08; 3.3e-08; 1.9e-09
SORBI_3010G051700	10	4020701	4044664	SNP_4064850	4064850	1.97E-09	4	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; PC(18:0_20:4); SQDG(16:0_18:1); TG(14:0_18:2_18:3)"	SNP_4064753; SNP_4064850; SNP_4065178; SNP_4065308; SNP_3996911; SNP_4004573; SNP_4001420	7	2.0e-09; 2.9e-08; 1.1e-08; 1.6e-08
SORBI_3002G084400	2	9008861	9014124	SNP_9035400	9035400	2.37E-09	4	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; PC(18:2_20:4); TG(14:0_18:2_18:3); TG(14:0_18:3_18:3)"	SNP_9035400; SNP_8991360; SNP_8991396; SNP_8984101; SNP_8985350	5	2.4e-09; 8.7e-08; 4.9e-08; 2.9e-08
SORBI_3002G084500	2	9015131	9018185	SNP_9035400	9035400	2.37E-09	4	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; PC(18:2_20:4); TG(14:0_18:2_18:3); TG(14:0_18:3_18:3)"	SNP_9035400; SNP_8991360; SNP_8991396	3	2.4e-09; 8.7e-08; 4.9e-08; 6.7e-08
SORBI_3004G107900	4	10369749	10372035	SNP_10366823	10366823	2.64E-09	4	DG(8:0_8:0); FA(22:1); Glycerol Tri-n-octanoate - 40.0 eV; PC(18:2_20:4)	SNP_10366823; SNP_10378627	2	1.1e-08; 5.0e-08; 2.0e-08; 2.6e-09
SORBI_3004G108001	4	10376157	10377997	SNP_10366823	10366823	2.64E-09	4	DG(8:0_8:0); FA(22:1); Glycerol Tri-n-octanoate - 40.0 eV; PC(18:2_20:4)	SNP_10366823; SNP_10378627	2	1.1e-08; 5.0e-08; 2.0e-08; 2.6e-09
SORBI_3004G108100	4	10378196	10395371	SNP_10366823	10366823	2.64E-09	4	DG(8:0_8:0); FA(22:1); Glycerol Tri-n-octanoate - 40.0 eV; PC(18:2_20:4)	SNP_10366823; SNP_10378627	2	1.1e-08; 5.0e-08; 2.0e-08; 2.6e-09
SORBI_3009G119300	9	46851891	46854701	SNP_46858435	46858435	2.72E-09	4	"13-Keto-9Z,11E-octadecadienoic acid; 13S-HOTrE; Oxo fatty acid (18:3); PC(18:2_20:4)"	SNP_46838667; SNP_46843226; SNP_46858435	3	1.4e-08; 1.4e-08; 5.1e-08; 2.7e-09
SORBI_3002G115500	2	14218124	14221643	SNP_14233391	14233391	2.89E-09	4	TG(18:1_18:2_18:2); TG(18:2_18:2_18:4); TG(18:2_20:3_22:0); TG(18:3_18:3_18:3)	SNP_14233391	1	3.1e-09; 8.2e-09; 1.1e-08; 2.9e-09
SORBI_3002G115600	2	14227403	14229443	SNP_14233391	14233391	2.89E-09	4	TG(18:1_18:2_18:2); TG(18:2_18:2_18:4); TG(18:2_20:3_22:0); TG(18:3_18:3_18:3)	SNP_14233391	1	3.1e-09; 8.2e-09; 1.1e-08; 2.9e-09
SORBI_3002G115700	2	14235462	14236989	SNP_14233391	14233391	2.89E-09	4	TG(18:1_18:2_18:2); TG(18:2_18:2_18:4); TG(18:2_20:3_22:0); TG(18:3_18:3_18:3)	SNP_14233391	1	3.1e-09; 8.2e-09; 1.1e-08; 2.9e-09
SORBI_3009G079300	9	10695006	10700415	SNP_10680143	10680143	2.94E-09	4	SQDG(16:0_18:1); TG(14:0_14:0_16:1); TG(18:0_18:2_18:2); TG(18:1_18:1_18:2)	SNP_10680143; SNP_10682724; SNP_10682725	3	2.9e-09; 1.3e-08; 1.1e-08; 8.3e-08
SORBI_3009G079400	9	10703938	10706430	SNP_10680143	10680143	2.94E-09	4	SQDG(16:0_18:1); TG(14:0_14:0_16:1); TG(18:0_18:2_18:2); TG(18:1_18:1_18:2)	SNP_10680143; SNP_10682724; SNP_10682725	3	2.9e-09; 1.3e-08; 1.1e-08; 8.3e-08
SORBI_3002G065300	2	6457584	6463031	SNP_6475459	6475459	3.33E-09	4	"13-Keto-9Z,11E-octadecadienoic acid; 13S-HOTrE; PC(18:2_20:4); TG(14:0_18:3_18:3)"	SNP_6484661; SNP_6486237; SNP_6433700; SNP_6444606; SNP_6475459	5	1.5e-08; 1.5e-08; 5.9e-09; 3.3e-09
SORBI_3002G065400	2	6466878	6471326	SNP_6475459	6475459	3.33E-09	4	"13-Keto-9Z,11E-octadecadienoic acid; 13S-HOTrE; PC(18:2_20:4); TG(14:0_18:3_18:3)"	SNP_6484661; SNP_6486237; SNP_6444606; SNP_6475459	4	1.5e-08; 1.5e-08; 5.9e-09; 3.3e-09
SORBI_3002G128400	2	17755739	17757847	SNP_17775257	17775257	3.56E-09	4	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; FA(22:1); TG(16:1_16:1_22:5); TG(18:3_18:3_20:3)"	SNP_17755923; SNP_17768948; SNP_17771126; SNP_17775257; SNP_17781220; SNP_17781280; SNP_17782140; SNP_17782238; SNP_17782659; SNP_17746578	10	3.9e-08; 3.6e-09; 3.8e-09; 1.8e-08
SORBI_3002G128500	2	17761022	17762003	SNP_17775257	17775257	3.56E-09	4	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; FA(22:1); TG(16:1_16:1_22:5); TG(18:3_18:3_20:3)"	SNP_17755923; SNP_17768948; SNP_17771126; SNP_17775257; SNP_17781220; SNP_17781280; SNP_17782140; SNP_17782238; SNP_17782659; SNP_17783424; SNP_17746578	11	3.9e-08; 3.6e-09; 3.8e-09; 1.8e-08
SORBI_3002G128600	2	17763153	17764805	SNP_17775257	17775257	3.56E-09	4	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; FA(22:1); TG(16:1_16:1_22:5); TG(18:3_18:3_20:3)"	SNP_17755923; SNP_17768948; SNP_17771126; SNP_17775257; SNP_17781220; SNP_17781280; SNP_17782140; SNP_17782238; SNP_17782659; SNP_17783424; SNP_17787134; SNP_17788589; SNP_17788756; SNP_17746578	14	3.9e-08; 3.6e-09; 3.8e-09; 1.8e-08
SORBI_3001G031800	1	2416082	2419724	SNP_2414217	2414217	3.63E-09	4	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; PC(18:2_20:4); TG(14:0_18:2_18:3); TG(14:0_18:3_18:3)"	SNP_2414217; SNP_2437908; SNP_2437985; SNP_2441788; SNP_2441811; SNP_2442138	6	3.6e-09; 7.1e-08; 1.6e-08; 9.2e-08
SORBI_3001G031900	1	2416592	2424714	SNP_2414217	2414217	3.63E-09	4	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; PC(18:2_20:4); TG(14:0_18:2_18:3); TG(14:0_18:3_18:3)"	SNP_2414217; SNP_2437908; SNP_2437985; SNP_2441788; SNP_2441811; SNP_2442138; SNP_2445393; SNP_2445424; SNP_2446075; SNP_2446426; SNP_2446434; SNP_2447204	12	3.6e-09; 7.1e-08; 1.6e-08; 9.1e-08
SORBI_3001G032000	1	2434482	2436725	SNP_2414217	2414217	3.63E-09	4	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; PC(18:2_20:4); TG(14:0_18:2_18:3); TG(14:0_18:3_18:3)"	SNP_2414217; SNP_2437908; SNP_2437985; SNP_2441788; SNP_2441811; SNP_2442138; SNP_2445393; SNP_2445424; SNP_2446075; SNP_2446426; SNP_2446434; SNP_2447204; SNP_2458035	13	3.6e-09; 7.1e-08; 1.6e-08; 9.1e-08
SORBI_3001G360400	1	64992000	64993562	SNP_65016084	65016084	3.76E-09	4	"13-Keto-9Z,11E-octadecadienoic acid; 13S-HOTrE; LPC(16:0_0:0); Panaxcerol B"	SNP_65016084; SNP_65017007; SNP_64977947; SNP_64977956; SNP_65015685; SNP_65015799; SNP_65016808; SNP_65016939; SNP_65016968; SNP_65017038	10	3.8e-09; 3.8e-09; 8.1e-08; 8.2e-09
SORBI_3001G360500	1	65014912	65016713	SNP_65016084	65016084	3.76E-09	4	"13-Keto-9Z,11E-octadecadienoic acid; 13S-HOTrE; LPC(16:0_0:0); Panaxcerol B"	SNP_65016084; SNP_65017007; SNP_65015685; SNP_65015799; SNP_65016808; SNP_65016939; SNP_65016968; SNP_65017038	8	3.8e-09; 3.8e-09; 8.1e-08; 8.2e-09
SORBI_3001G360600	1	65027811	65031543	SNP_65016084	65016084	3.76E-09	4	"13-Keto-9Z,11E-octadecadienoic acid; 13S-HOTrE; LPC(16:0_0:0); Panaxcerol B"	SNP_65016084; SNP_65017007; SNP_65015685; SNP_65015799; SNP_65016808; SNP_65016939; SNP_65016968; SNP_65017038	8	3.8e-09; 3.8e-09; 8.1e-08; 8.2e-09
SORBI_3008G124500	8	54784523	54788755	SNP_54765255	54765255	4.01E-09	4	FA(22:1); PC(18:2_20:4); TG(18:2_20:3_22:0); TG(18:3_18:3_18:3)	SNP_54760253; SNP_54760432; SNP_54763257; SNP_54763580; SNP_54765255; SNP_54808922	6	4.0e-09; 6.2e-08; 4.7e-08; 7.0e-08
SORBI_3006G215950	6	56385414	56387460	SNP_56411343	56411343	4.05E-09	4	DG(18:2_18:3); MG(16:0); MG(18:2); PE(12:0_12:0)	SNP_56411343; SNP_56365998; SNP_56366039; SNP_56366085; SNP_56366137; SNP_56366146; SNP_56362520; SNP_56362534; SNP_56362536; SNP_56362570; SNP_56362695; SNP_56364963; SNP_56360431	13	4.1e-09; 3.2e-08; 4.9e-08; 4.3e-08
SORBI_3001G224200	1	21473979	21480077	SNP_21494716	21494716	4.09E-09	4	PC(18:2_20:4); TG(14:0_14:0_16:1); TG(14:0_16:1_22:6); TG(16:0_18:1_20:0)	SNP_21494556; SNP_21494557; SNP_21494586; SNP_21494594; SNP_21494595; SNP_21494655; SNP_21494658; SNP_21494660; SNP_21494661; SNP_21494686; SNP_21494716; SNP_21494720; SNP_21494754; SNP_21494862; SNP_21495358; SNP_21495401; SNP_21495594; SNP_21495680; SNP_21495706; SNP_21495707; SNP_21495731; SNP_21495856; SNP_21495984; SNP_21496007; SNP_21496095; SNP_21496277; SNP_21496426; SNP_21496606; SNP_21496652; SNP_21458872	30	4.1e-09; 1.5e-08; 2.5e-08; 1.3e-08
SORBI_3010G073800	10	6037765	6039996	SNP_6043678	6043678	4.83E-09	4	TG(18:0_18:2_18:3); TG(18:2_20:2_22:2); TG(18:2_20:3_22:0); TG(18:3_18:3_18:3)	SNP_6017259; SNP_6043678	2	8.7e-08; 9.0e-08; 4.8e-09; 5.5e-08
SORBI_3010G073900	10	6040141	6042935	SNP_6043678	6043678	4.83E-09	4	TG(18:0_18:2_18:3); TG(18:2_20:2_22:2); TG(18:2_20:3_22:0); TG(18:3_18:3_18:3)	SNP_6017259; SNP_6043678	2	8.7e-08; 9.0e-08; 4.8e-09; 5.5e-08
SORBI_3004G183400	4	53682441	53687960	SNP_53712560	53712560	5.14E-09	4	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; 13-Keto-9Z,11E-octadecadienoic acid; 13S-HOTrE; PC(18:2_20:4)"	SNP_53697344; SNP_53689559; SNP_53697073; SNP_53697854; SNP_53703237; SNP_53703414; SNP_53708540; SNP_53710246; SNP_53712560; SNP_53684746; SNP_53685655; SNP_53712885	12	3.1e-08; 5.1e-09; 5.1e-09; 5.9e-09
SORBI_3004G183501	4	53695068	53697094	SNP_53712560	53712560	5.14E-09	4	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; 13-Keto-9Z,11E-octadecadienoic acid; 13S-HOTrE; PC(18:2_20:4)"	SNP_53697344; SNP_53689559; SNP_53697073; SNP_53697854; SNP_53703237; SNP_53703414; SNP_53708540; SNP_53710246; SNP_53712560; SNP_53713118; SNP_53713995; SNP_53719478; SNP_53721989; SNP_53684746; SNP_53685655; SNP_53712885	16	3.1e-08; 5.1e-09; 5.1e-09; 5.9e-09
SORBI_3004G183200	4	53671540	53673709	SNP_53685655	53685655	5.89E-09	4	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; 13-Keto-9Z,11E-octadecadienoic acid; 13S-HOTrE; PC(18:2_20:4)"	SNP_53697344; SNP_53689559; SNP_53697073; SNP_53697854; SNP_53684746; SNP_53685655	6	3.1e-08; 4.7e-08; 4.7e-08; 5.9e-09
SORBI_3004G183300	4	53673954	53677319	SNP_53685655	53685655	5.89E-09	4	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; 13-Keto-9Z,11E-octadecadienoic acid; 13S-HOTrE; PC(18:2_20:4)"	SNP_53697344; SNP_53689559; SNP_53697073; SNP_53697854; SNP_53684746; SNP_53685655	6	3.1e-08; 4.7e-08; 4.7e-08; 5.9e-09
SORBI_3002G373950	2	73179755	73187313	SNP_73175366	73175366	6.24E-09	4	PC(18:2_20:4); TG(12:0_18:2_18:3); TG(18:1_18:2_18:2); TG(18:2_18:2_18:4)	SNP_73175366; SNP_73169844; SNP_73169859; SNP_73172352; SNP_73205435	5	1.9e-08; 3.3e-08; 6.2e-09; 3.4e-08
SORBI_3002G374000	2	73186302	73187427	SNP_73175366	73175366	6.24E-09	4	PC(18:2_20:4); TG(12:0_18:2_18:3); TG(18:1_18:2_18:2); TG(18:2_18:2_18:4)	SNP_73175366; SNP_73169844; SNP_73169859; SNP_73172352; SNP_73205435	5	1.9e-08; 3.3e-08; 6.2e-09; 3.4e-08
SORBI_3001G156900	1	12682008	12691932	SNP_12695170	12695170	6.28E-09	4	"13-Keto-9Z,11E-octadecadienoic acid; 13S-HOTrE; TG(14:0_18:1_18:2); TG(18:1_20:3_22:0)"	SNP_12695170; SNP_12711308	2	6.3e-09; 6.3e-09; 3.1e-08; 4.3e-08
SORBI_3001G157000	1	12693063	12694035	SNP_12695170	12695170	6.28E-09	4	"13-Keto-9Z,11E-octadecadienoic acid; 13S-HOTrE; TG(14:0_18:1_18:2); TG(18:1_20:3_22:0)"	SNP_12695170; SNP_12711308	2	6.3e-09; 6.3e-09; 3.1e-08; 4.3e-08
SORBI_3001G157100	1	12696653	12702088	SNP_12695170	12695170	6.28E-09	4	"13-Keto-9Z,11E-octadecadienoic acid; 13S-HOTrE; TG(14:0_18:1_18:2); TG(18:1_20:3_22:0)"	SNP_12695170; SNP_12711308	2	6.3e-09; 6.3e-09; 3.1e-08; 4.3e-08
SORBI_3001G157200	1	12708627	12713276	SNP_12695170	12695170	6.28E-09	4	"13-Keto-9Z,11E-octadecadienoic acid; 13S-HOTrE; TG(14:0_18:1_18:2); TG(18:1_20:3_22:0)"	SNP_12695170; SNP_12711308	2	6.3e-09; 6.3e-09; 3.1e-08; 4.3e-08
SORBI_3001G157300	1	12714173	12724468	SNP_12695170	12695170	6.28E-09	4	"13-Keto-9Z,11E-octadecadienoic acid; 13S-HOTrE; TG(14:0_18:1_18:2); TG(18:1_20:3_22:0)"	SNP_12695170; SNP_12739869; SNP_12711308	3	6.3e-09; 6.3e-09; 3.1e-08; 4.3e-08
SORBI_3004G053300	4	4333392	4336412	SNP_4348612	4348612	6.30E-09	4	"13-Keto-9Z,11E-octadecadienoic acid; 13S-HOTrE; TG(14:0_18:2_18:3); TG(14:0_18:3_18:3)"	SNP_4348612; SNP_4330284	2	6.3e-09; 6.3e-09; 1.5e-08; 2.1e-08
SORBI_3004G053400	4	4344266	4345292	SNP_4348612	4348612	6.30E-09	4	"13-Keto-9Z,11E-octadecadienoic acid; 13S-HOTrE; TG(14:0_18:2_18:3); TG(14:0_18:3_18:3)"	SNP_4348612; SNP_4367976; SNP_4330284	3	6.3e-09; 6.3e-09; 1.5e-08; 2.1e-08
SORBI_3001G101400	1	7737358	7738896	SNP_7762894	7762894	6.70E-09	4	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; PC(18:2_20:4); TG(14:0_18:2_18:3); TG(14:0_18:3_18:3)"	SNP_7734550; SNP_7734732; SNP_7735951; SNP_7754972; SNP_7762894; SNP_7734800; SNP_7734527	7	2.0e-08; 6.7e-09; 1.3e-08; 1.4e-08
SORBI_3010G136400	10	20743999	20744666	SNP_20733573	20733573	7.07E-09	4	PC(18:2_20:4); SQDG(16:0_18:1); TG(14:0_18:2_18:3); TG(14:0_18:3_18:3)	SNP_20734525; SNP_20733573; SNP_20761604; SNP_20731081; SNP_20730748; SNP_20730984; SNP_20719538; SNP_20724378; SNP_20752237; SNP_20734097; SNP_20728752; SNP_20720100; SNP_20761644; SNP_20733484; SNP_20760490; SNP_20733167; SNP_20723408; SNP_20733899; SNP_20723730; SNP_20725929; SNP_20733375; SNP_20735546; SNP_20729181; SNP_20735057; SNP_20729571; SNP_20753738; SNP_20753843; SNP_20748256; SNP_20732971; SNP_20748312; SNP_20766720; SNP_20730091; SNP_20747034	33	5.1e-08; 7.1e-09; 9.0e-08; 9.9e-08
SORBI_3007G147400	7	57792081	57798050	SNP_57814379	57814379	7.16E-09	4	TG(12:0_16:0_16:0); TG(14:0_14:0_16:1); TG(14:0_14:0_18:0); TG(14:0_16:0_18:1)	SNP_57814379	1	7.2e-09; 1.7e-08; 7.2e-09; 4.6e-08
SORBI_3007G147600	7	57802860	57803738	SNP_57814379	57814379	7.16E-09	4	TG(12:0_16:0_16:0); TG(14:0_14:0_16:1); TG(14:0_14:0_18:0); TG(14:0_16:0_18:1)	SNP_57814379	1	7.2e-09; 1.7e-08; 7.2e-09; 4.6e-08
SORBI_3007G147700	7	57813283	57814118	SNP_57814379	57814379	7.16E-09	4	TG(12:0_16:0_16:0); TG(14:0_14:0_16:1); TG(14:0_14:0_18:0); TG(14:0_16:0_18:1)	SNP_57814379	1	7.2e-09; 1.7e-08; 7.2e-09; 4.6e-08
SORBI_3007G147800	7	57834902	57836001	SNP_57814379	57814379	7.16E-09	4	TG(12:0_16:0_16:0); TG(14:0_14:0_16:1); TG(14:0_14:0_18:0); TG(14:0_16:0_18:1)	SNP_57814379	1	7.2e-09; 1.7e-08; 7.2e-09; 4.6e-08
SORBI_3001G252050	1	27265070	27270992	SNP_27242538	27242538	8.06E-09	4	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; MGDG(16:0_18:1); PC(18:2_20:4); SQDG(16:0_18:1)"	SNP_27263051; SNP_27263746; SNP_27242806; SNP_27250491; SNP_27259036; SNP_27264856; SNP_27242538	7	4.1e-08; 3.6e-08; 1.3e-08; 8.1e-09
SORBI_3007G202540	7	63354680	63355292	SNP_63347758	63347758	8.20E-09	4	"13-Keto-9Z,11E-octadecadienoic acid; 13S-HOTrE; Hydroperoxy fatty acid (18:3); Oxo fatty acid (18:3)"	SNP_63347758; SNP_63347784	2	8.2e-09; 8.2e-09; 2.7e-08; 3.3e-08
SORBI_3007G202600	7	63354324	63362422	SNP_63347758	63347758	8.20E-09	4	"13-Keto-9Z,11E-octadecadienoic acid; 13S-HOTrE; Hydroperoxy fatty acid (18:3); Oxo fatty acid (18:3)"	SNP_63347758; SNP_63347784	2	8.2e-09; 8.2e-09; 2.7e-08; 3.3e-08
SORBI_3007G202700	7	63364872	63367258	SNP_63347758	63347758	8.20E-09	4	"13-Keto-9Z,11E-octadecadienoic acid; 13S-HOTrE; Hydroperoxy fatty acid (18:3); Oxo fatty acid (18:3)"	SNP_63347758; SNP_63347784	2	8.2e-09; 8.2e-09; 2.7e-08; 3.3e-08
SORBI_3007G202800	7	63368107	63372640	SNP_63347758	63347758	8.20E-09	4	"13-Keto-9Z,11E-octadecadienoic acid; 13S-HOTrE; Hydroperoxy fatty acid (18:3); Oxo fatty acid (18:3)"	SNP_63347758; SNP_63347784	2	8.2e-09; 8.2e-09; 2.7e-08; 3.3e-08
SORBI_3004G226300	4	57637153	57638422	SNP_57616959	57616959	8.79E-09	4	TG(12:0_16:0_16:0); TG(14:0_14:0_18:0); TG(14:0_16:0_18:1); TG(16:0_18:1_20:0)	SNP_57613945; SNP_57614015; SNP_57615531; SNP_57616625; SNP_57616800; SNP_57616959; SNP_57617298; SNP_57617338; SNP_57617415; SNP_57619359; SNP_57623393	11	8.8e-09; 8.8e-09; 3.3e-08; 8.4e-08
SORBI_3004G226400	4	57641553	57645453	SNP_57616959	57616959	8.79E-09	4	TG(12:0_16:0_16:0); TG(14:0_14:0_18:0); TG(14:0_16:0_18:1); TG(16:0_18:1_20:0)	SNP_57616625; SNP_57616800; SNP_57616959; SNP_57617298; SNP_57617338; SNP_57617415; SNP_57619359; SNP_57623393	8	8.8e-09; 8.8e-09; 3.3e-08; 8.4e-08
SORBI_3005G185300	5	67010912	67011328	SNP_67020361	67020361	1.06E-08	4	TG(16:0_18:2_18:3); TG(16:0_18:2_22:0); TG(18:1_18:1_18:1); TG(18:3_18:3_18:3)	SNP_67018289; SNP_67018290; SNP_67020361; SNP_67020739; SNP_67025105; SNP_67026207; SNP_67026466; SNP_67027276; SNP_67027354; SNP_67027367; SNP_67028633; SNP_67027638; SNP_67024868	13	1.1e-08; 3.4e-08; 1.6e-08; 5.9e-08
SORBI_3005G185400	5	67014861	67015858	SNP_67020361	67020361	1.06E-08	4	TG(16:0_18:2_18:3); TG(16:0_18:2_22:0); TG(18:1_18:1_18:1); TG(18:3_18:3_18:3)	SNP_67018289; SNP_67018290; SNP_67020361; SNP_67020739; SNP_67025105; SNP_67026207; SNP_67026466; SNP_67027276; SNP_67027354; SNP_67027367; SNP_67028633; SNP_67027638; SNP_67024868	13	1.1e-08; 3.4e-08; 1.6e-08; 5.9e-08
SORBI_3005G185500	5	67020260	67022947	SNP_67020361	67020361	1.06E-08	4	TG(16:0_18:2_18:3); TG(16:0_18:2_22:0); TG(18:1_18:1_18:1); TG(18:3_18:3_18:3)	SNP_67018289; SNP_67018290; SNP_67020361; SNP_67020739; SNP_67025105; SNP_67026207; SNP_67026466; SNP_67027276; SNP_67027354; SNP_67027367; SNP_67028633; SNP_67027638; SNP_67024868	13	1.1e-08; 3.4e-08; 1.6e-08; 5.9e-08
SORBI_3005G185600	5	67024041	67025037	SNP_67020361	67020361	1.06E-08	4	TG(16:0_18:2_18:3); TG(16:0_18:2_22:0); TG(18:1_18:1_18:1); TG(18:3_18:3_18:3)	SNP_67018289; SNP_67018290; SNP_67020361; SNP_67020739; SNP_67025105; SNP_67026207; SNP_67026466; SNP_67027276; SNP_67027354; SNP_67027367; SNP_67028633; SNP_67027638; SNP_67024868	13	1.1e-08; 3.4e-08; 1.6e-08; 5.9e-08
SORBI_3005G185750	5	67031600	67032757	SNP_67020361	67020361	1.06E-08	4	TG(16:0_18:2_18:3); TG(16:0_18:2_22:0); TG(18:1_18:1_18:1); TG(18:3_18:3_18:3)	SNP_67018289; SNP_67018290; SNP_67020361; SNP_67020739; SNP_67025105; SNP_67026207; SNP_67026466; SNP_67027276; SNP_67027354; SNP_67027367; SNP_67028633; SNP_67027638; SNP_67024868	13	1.1e-08; 3.4e-08; 1.6e-08; 5.9e-08
SORBI_3004G226500	4	57645908	57649229	SNP_57623393	57623393	1.14E-08	4	TG(12:0_16:0_16:0); TG(14:0_14:0_18:0); TG(14:0_16:0_18:1); TG(16:0_18:1_20:0)	SNP_57623393	1	1.1e-08; 1.1e-08; 4.6e-08; 8.4e-08
SORBI_3001G101100	1	7725812	7731037	SNP_7734800	7734800	1.27E-08	4	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; PC(18:2_20:4); TG(14:0_18:2_18:3); TG(14:0_18:3_18:3)"	SNP_7734550; SNP_7734732; SNP_7735951; SNP_7754972; SNP_7734800; SNP_7734527	6	2.0e-08; 6.2e-08; 1.3e-08; 1.4e-08
SORBI_3001G101200	1	7733394	7734128	SNP_7734800	7734800	1.27E-08	4	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; PC(18:2_20:4); TG(14:0_18:2_18:3); TG(14:0_18:3_18:3)"	SNP_7734550; SNP_7734732; SNP_7735951; SNP_7754972; SNP_7734800; SNP_7734527	6	2.0e-08; 6.2e-08; 1.3e-08; 1.4e-08
SORBI_3001G101300	1	7736496	7736851	SNP_7734800	7734800	1.27E-08	4	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; PC(18:2_20:4); TG(14:0_18:2_18:3); TG(14:0_18:3_18:3)"	SNP_7734550; SNP_7734732; SNP_7735951; SNP_7754972; SNP_7734800; SNP_7734527	6	2.0e-08; 6.2e-08; 1.3e-08; 1.4e-08
SORBI_3001G356700	1	64620881	64621255	SNP_64598395	64598395	1.31E-08	4	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; 13-Keto-9Z,11E-octadecadienoic acid; 13S-HOTrE; TG(16:0_18:2_18:3)"	SNP_64641748; SNP_64598395; SNP_64625565	3	1.7e-08; 1.3e-08; 1.3e-08; 7.2e-08
SORBI_3001G223400	1	21436556	21437199	SNP_21458872	21458872	1.32E-08	4	PC(18:2_20:4); TG(14:0_14:0_16:1); TG(14:0_16:1_22:6); TG(16:0_18:1_20:0)	SNP_21439457; SNP_21439474; SNP_21439480; SNP_21439481; SNP_21439502; SNP_21458872	6	3.7e-08; 1.5e-08; 2.5e-08; 1.3e-08
SORBI_3001G223550	1	21438987	21452469	SNP_21458872	21458872	1.32E-08	4	PC(18:2_20:4); TG(14:0_14:0_16:1); TG(14:0_16:1_22:6); TG(16:0_18:1_20:0)	SNP_21439457; SNP_21439474; SNP_21439480; SNP_21439481; SNP_21439502; SNP_21458872	6	3.7e-08; 1.5e-08; 2.5e-08; 1.3e-08
SORBI_3001G223700	1	21450063	21453038	SNP_21458872	21458872	1.32E-08	4	PC(18:2_20:4); TG(14:0_14:0_16:1); TG(14:0_16:1_22:6); TG(16:0_18:1_20:0)	SNP_21439457; SNP_21439474; SNP_21439480; SNP_21439481; SNP_21439502; SNP_21458872	6	3.7e-08; 1.5e-08; 2.5e-08; 1.3e-08
SORBI_3001G223900	1	21453039	21453527	SNP_21458872	21458872	1.32E-08	4	PC(18:2_20:4); TG(14:0_14:0_16:1); TG(14:0_16:1_22:6); TG(16:0_18:1_20:0)	SNP_21439457; SNP_21439474; SNP_21439480; SNP_21439481; SNP_21439502; SNP_21458872	6	3.7e-08; 1.5e-08; 2.5e-08; 1.3e-08
SORBI_3001G224000	1	21454934	21459254	SNP_21458872	21458872	1.32E-08	4	PC(18:2_20:4); TG(14:0_14:0_16:1); TG(14:0_16:1_22:6); TG(16:0_18:1_20:0)	SNP_21439457; SNP_21439474; SNP_21439480; SNP_21439481; SNP_21439502; SNP_21458872	6	3.7e-08; 1.5e-08; 2.5e-08; 1.3e-08
